Country, Variable, Unit, Symbol,"""2020""",
Côte d'Ivoire, Irrigation water withdrawal,10^9 m3/year, I,0.6,
Côte d'Ivoire,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,1.38,
Côte d'Ivoire, Municipal water withdrawal,10^9 m3/year, I,0.32,
Côte d'Ivoire, Municipal water withdrawal as % of total withdrawal, %, I,27.54,
Côte d'Ivoire,Number of people undernourished (3-year average),1000 inhab, X,1200,
Côte d'Ivoire, Permanent crops area,1000 ha, X,4500,
Côte d'Ivoire, Population density,inhab/km2, E,81.8,
Côte d'Ivoire,Prevalence of undernourishment (3-year average), %, X,4.7,
Côte d'Ivoire, Rural population,1000 inhab, X,12639.44,
Côte d'Ivoire,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,45.89,
Côte d'Ivoire,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.32,
Côte d'Ivoire,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,104.55,
Côte d'Ivoire,SDG 6.4.1. Water Use Efficiency,US$/m3, E,38.51,
Côte d'Ivoire,SDG 6.4.2. Water Stress, %, E,5.09,
Côte d'Ivoire, Services, value added to GDP, current US$, X,33529577799
Côte d'Ivoire, Total area of the country (excl. coastal water),1000 ha, E,32246,
Côte d'Ivoire, Total freshwater withdrawal,10^9 m3/year, I,1.16,
Côte d'Ivoire, Total population,1000 inhab, X,26378.27,
Côte d'Ivoire, Total water withdrawal,10^9 m3/year, I,1.16,
Côte d'Ivoire, Total water withdrawal per capita,m3/inhab/year, E,44.05,
Côte d'Ivoire, Treated municipal wastewater,10^9 m3/year, I, ,
Côte d'Ivoire, Urban population,1000 inhab, X,13532.31,
Democratic People's Republic of Korea, % of agricultural GVA produced by irrigated agriculture, %, E,65.63,
Democratic People's Republic of Korea, % of total country area cultivated, %, E,21.07,
Democratic People's Republic of Korea, Agricultural water withdrawal,10^9 m3/year, I,6.61,
Democratic People's Republic of Korea, Agricultural water withdrawal as % of total renewable water resources, %, I,8.57,
Democratic People's Republic of Korea, Agricultural water withdrawal as % of total water withdrawal, %, I,76.35,
Democratic People's Republic of Korea, Agriculture, value added (% GDP), %, X,22.37
Democratic People's Republic of Korea, Agriculture, value added to GDP, current US$, X,3544687090
Democratic People's Republic of Korea, Arable land area,1000 ha, X,2280,
Democratic People's Republic of Korea, Cultivated area (arable land + permanent crops),1000 ha, X,2540,
Democratic People's Republic of Korea, Environmental Flow Requirements,10^9 m3/year, I,45.94,
Democratic People's Republic of Korea,GDP Deflator (2015), , X,105.72,
Democratic People's Republic of Korea, GDP per capita, current US$/inhab, X,617.89,
Democratic People's Republic of Korea, Gross Domestic Product (GDP), current US$, X,15847371620,
Democratic People's Republic of Korea, Industrial water withdrawal,10^9 m3/year, I,1.15,
Democratic People's Republic of Korea, Industrial water withdrawal as % of total water withdrawal, %, I,13.23,
Democratic People's Republic of Korea, Industry, value added to GDP, current US$, X,6047187620
Democratic People's Republic of Korea, Irrigation water requirement,10^9 m3/year, I,3.02,
Democratic People's Republic of Korea,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,11.22,
Democratic People's Republic of Korea, Municipal water withdrawal,10^9 m3/year, I,0.9,
Democratic People's Republic of Korea, Municipal water withdrawal as % of total withdrawal, %, I,10.43,
Democratic People's Republic of Korea,Number of people undernourished (3-year average),1000 inhab, X,11000,
Democratic People's Republic of Korea, Permanent crops area,1000 ha, X,260,
Democratic People's Republic of Korea, Population density,inhab/km2, E,213.86,
Democratic People's Republic of Korea,Prevalence of undernourishment (3-year average), %, X,43,
Democratic People's Republic of Korea, Rural population,1000 inhab, X,9720.96,
Democratic People's Republic of Korea,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,5,
Democratic People's Republic of Korea,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.33,
Democratic People's Republic of Korea,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,6.55,
Democratic People's Republic of Korea,SDG 6.4.1. Water Use Efficiency,US$/m3, I,1.6,
Democratic People's Republic of Korea,SDG 6.4.2. Water Stress, %, E,27.74,
Democratic People's Republic of Korea, Services, value added to GDP, current US$, X,6255542632
Democratic People's Republic of Korea, Total area of the country (excl. coastal water),1000 ha, E,12054,
Democratic People's Republic of Korea, Total freshwater withdrawal,10^9 m3/year, I,8.66,
Democratic People's Republic of Korea, Total population,1000 inhab, X,25778.82,
Democratic People's Republic of Korea, Total water withdrawal,10^9 m3/year, I,8.66,
Democratic People's Republic of Korea, Total water withdrawal per capita,m3/inhab/year, E,335.85,
Democratic People's Republic of Korea, Urban population,1000 inhab, X,16119.9,
Democratic Republic of the Congo, % of agricultural GVA produced by irrigated agriculture, %, E,0.32,
Democratic Republic of the Congo, % of total country area cultivated, %, E,6.56,
Democratic Republic of the Congo, Agricultural water withdrawal,10^9 m3/year, I,0.07,
Democratic Republic of the Congo, Agricultural water withdrawal as % of total renewable water resources, %, I,0.01,
Democratic Republic of the Congo, Agricultural water withdrawal as % of total water withdrawal, %, I,10.52,
Democratic Republic of the Congo, Agriculture, value added (% GDP), %, X,21.08
Democratic Republic of the Congo, Agriculture, value added to GDP, current US$, X,9551819722
Democratic Republic of the Congo, Arable land area,1000 ha, X,13477,
Democratic Republic of the Congo, Cultivated area (arable land + permanent crops),1000 ha, X,15372,
Democratic Republic of the Congo, Environmental Flow Requirements,10^9 m3/year, I,981.7,
Democratic Republic of the Congo,GDP Deflator (2015), , X,100.11,
Democratic Republic of the Congo, GDP per capita, current US$/inhab, X,505.88,
Democratic Republic of the Congo,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.67,
Democratic Republic of the Congo, Gross Domestic Product (GDP), current US$, X,45307673952,
Democratic Republic of the Congo,Human Development Index (HDI) [highest = 1], , I,0.46,
Democratic Republic of the Congo, Industrial water withdrawal,10^9 m3/year, I,0.15,
Democratic Republic of the Congo, Industrial water withdrawal as % of total water withdrawal, %, I,21.47,
Democratic Republic of the Congo, Industry, value added to GDP, current US$, X,15759259476
Democratic Republic of the Congo, Irrigation water requirement,10^9 m3/year, I,0.02,
Democratic Republic of the Congo, Irrigation water withdrawal,10^9 m3/year, I,0.07,
Democratic Republic of the Congo,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.05,
Democratic Republic of the Congo, Municipal water withdrawal,10^9 m3/year, I,0.46,
Democratic Republic of the Congo, Municipal water withdrawal as % of total withdrawal, %, I,68.01,
Democratic Republic of the Congo,Number of people undernourished (3-year average),1000 inhab, X,32700,
Democratic Republic of the Congo, Permanent crops area,1000 ha, X,1895,
Democratic Republic of the Congo, Population density,inhab/km2, E,38.19,
Democratic Republic of the Congo,Prevalence of undernourishment (3-year average), %, X,37.7,
Democratic Republic of the Congo, Rural population,1000 inhab, X,48656.75,
Democratic Republic of the Congo,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,107.24,
Democratic Republic of the Congo,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.42,
Democratic Republic of the Congo,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,40.81,
Democratic Republic of the Congo,SDG 6.4.1. Water Use Efficiency,US$/m3, I,50.83,
Democratic Republic of the Congo,SDG 6.4.2. Water Stress, %, E,0.23,
Democratic Republic of the Congo, Services, value added to GDP, current US$, X,18992472090
Democratic Republic of the Congo, Total area of the country (excl. coastal water),1000 ha, E,234486,
Democratic Republic of the Congo, Total freshwater withdrawal,10^9 m3/year, I,0.68,
Democratic Republic of the Congo, Total population,1000 inhab, X,89561.4,
Democratic Republic of the Congo, Total water withdrawal,10^9 m3/year, I,0.68,
Democratic Republic of the Congo, Total water withdrawal per capita,m3/inhab/year, E,7.63,
Democratic Republic of the Congo, Urban population,1000 inhab, X,40848.45,
Djibouti, % of agricultural GVA produced by irrigated agriculture, %, I,100,
Djibouti, % of total country area cultivated, %, E,0.09,
Djibouti, Agricultural water withdrawal,10^9 m3/year, I, ,
Djibouti, Agricultural water withdrawal as % of total renewable water resources, %, I,1,
Djibouti, Agricultural water withdrawal as % of total water withdrawal, %, I,15.79,
Djibouti, Agriculture, value added (% GDP), %, X,1.28
Djibouti, Agriculture, value added to GDP, current US$, X,43882240
Djibouti, Arable land area,1000 ha, X,2,
Djibouti, Cultivated area (arable land + permanent crops),1000 ha, X,2,
Djibouti, Desalinated water produced,10^9 m3/year, I, ,
Djibouti, Direct use of treated municipal wastewater,10^9 m3/year, I, ,
Djibouti, Direct use of treated municipal wastewater for irrigation purposes,10^9 m3/year, I, ,
Djibouti, Fresh groundwater withdrawal,10^9 m3/year, I,0.02,
Djibouti, Fresh surface water withdrawal,10^9 m3/year, I, ,
Djibouti,GDP Deflator (2015), , X,106.56,
Djibouti, GDP per capita, current US$/inhab, X,3465.04,
Djibouti, Gross Domestic Product (GDP), current US$, X,3423458249,
Djibouti,Human Development Index (HDI) [highest = 1], , I,0.49,
Djibouti, Industrial water withdrawal,10^9 m3/year, I, ,
Djibouti, Industrial water withdrawal as % of total water withdrawal, %, I, ,
Djibouti, Industry, value added to GDP, current US$, X,240820414
Djibouti, Irrigation water requirement,10^9 m3/year, I, ,
Djibouti, Irrigation water withdrawal,10^9 m3/year, I, ,
Djibouti,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,6.33,
Djibouti, Municipal water withdrawal,10^9 m3/year, I,0.02,
Djibouti, Municipal water withdrawal as % of total withdrawal, %, I,84.21,
Djibouti,Number of people undernourished (3-year average),1000 inhab, X,100,
Djibouti, Permanent crops area,1000 ha, I, ,
Djibouti, Population density,inhab/km2, E,42.59,
Djibouti,Prevalence of undernourishment (3-year average), %, X,13.1,
Djibouti, Rural population,1000 inhab, X,219.36,
Djibouti,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,13.73,
Djibouti,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,169.97,
Djibouti,SDG 6.4.2. Water Stress, %, I,6.33,
Djibouti, Services, value added to GDP, current US$, X,2897793298
Djibouti, Total area of the country (excl. coastal water),1000 ha, E,2320,
Djibouti, Total freshwater withdrawal,10^9 m3/year, I,0.02,
Djibouti, Total population,1000 inhab, X,988,
Djibouti, Total water withdrawal,10^9 m3/year, I,0.02,
Djibouti, Total water withdrawal per capita,m3/inhab/year, E,19.23,
Djibouti, Urban population,1000 inhab, X,780.54,
Djibouti, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I, ,
Eritrea, % of agricultural GVA produced by irrigated agriculture, %, E,2.84,
Eritrea, % of total country area cultivated, %, E,5.69,
Eritrea, Agricultural water withdrawal,10^9 m3/year, I,0.55,
Eritrea, Agricultural water withdrawal as % of total renewable water resources, %, I,7.52,
Eritrea, Agricultural water withdrawal as % of total water withdrawal, %, I,94.5,
Eritrea, Agriculture, value added (% GDP), %, X,17.59
Eritrea, Agriculture, value added to GDP, current US$, X,366491300
Eritrea, Arable land area,1000 ha, X,690,
Eritrea, Cultivated area (arable land + permanent crops),1000 ha, X,692,
Eritrea, Environmental Flow Requirements,10^9 m3/year, I,2.11,
Eritrea,GDP Deflator (2015), , X,91.84,
Eritrea, GDP per capita, current US$/inhab, X,587.61,
Eritrea, Gross Domestic Product (GDP), current US$, X,2083927324,
Eritrea,Human Development Index (HDI) [highest = 1], , I,0.43,
Eritrea, Industrial water withdrawal,10^9 m3/year, I, ,
Eritrea, Industrial water withdrawal as % of total water withdrawal, %, I,0.17,
Eritrea, Industry, value added to GDP, current US$, X,627427377
Eritrea, Irrigation water requirement,10^9 m3/year, I,0.04,
Eritrea,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,7.96,
Eritrea, Municipal water withdrawal,10^9 m3/year, I,0.03,
Eritrea, Municipal water withdrawal as % of total withdrawal, %, I,5.33,
Eritrea, Permanent crops area,1000 ha, X,2,
Eritrea, Population density,inhab/km2, E,29.16,
Eritrea, Produced municipal wastewater,10^9 m3/year, I,0.02,
Eritrea, Rural population,1000 inhab, X,3186.18,
Eritrea,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,683.17,
Eritrea,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.02,
Eritrea,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,39.67,
Eritrea,SDG 6.4.1. Water Use Efficiency,US$/m3, I,3.31,
Eritrea,SDG 6.4.2. Water Stress, %, E,11.18,
Eritrea, Services, value added to GDP, current US$, X,1129321903
Eritrea, Total area of the country (excl. coastal water),1000 ha, E,12163.03,
Eritrea, Total freshwater withdrawal,10^9 m3/year, I,0.58,
Eritrea, Total population,1000 inhab, X,3546.42,
Eritrea, Total water withdrawal,10^9 m3/year, I,0.58,
Eritrea, Total water withdrawal per capita,m3/inhab/year, E,164.11,
Eritrea, Urban population,1000 inhab, X,2246.04,
Ethiopia, % of agricultural GVA produced by irrigated agriculture, %, I,5.3,
Ethiopia, % of total country area cultivated, %, E,16.26,
Ethiopia, Agricultural water withdrawal,10^9 m3/year, I,9.69,
Ethiopia, Agricultural water withdrawal as % of total renewable water resources, %, I,7.94,
Ethiopia, Agricultural water withdrawal as % of total water withdrawal, %, E,91.84,
Ethiopia, Agriculture, value added (% GDP), %, X,35.56
Ethiopia, Agriculture, value added to GDP, current US$, X,34356475898
Ethiopia, Arable land area,1000 ha, X,16195.1,
Ethiopia, Cultivated area (arable land + permanent crops),1000 ha, X,18476.1,
Ethiopia, Direct use of treated municipal wastewater,10^9 m3/year, I, ,
Ethiopia, Environmental Flow Requirements,10^9 m3/year, I,89.3,
Ethiopia,GDP Deflator (2015), , X,105.87,
Ethiopia, GDP per capita, current US$/inhab, X,840.36,
Ethiopia,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.56,
Ethiopia, Gross Domestic Product (GDP), current US$, X,96611022699,
Ethiopia,Human Development Index (HDI) [highest = 1], , I,0.47,
Ethiopia, Industrial water withdrawal,10^9 m3/year, I,0.05,
Ethiopia, Industrial water withdrawal as % of total water withdrawal, %, E,0.48,
Ethiopia, Industry, value added to GDP, current US$, X,21639805864
Ethiopia, Irrigation water requirement,10^9 m3/year, I,1.48,
Ethiopia, Irrigation water withdrawal,10^9 m3/year, I,9,
Ethiopia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,8.65,
Ethiopia, Municipal water withdrawal,10^9 m3/year, I,0.81,
Ethiopia, Municipal water withdrawal as % of total withdrawal, %, E,7.68,
Ethiopia,Number of people undernourished (3-year average),1000 inhab, X,24600,
Ethiopia, Permanent crops area,1000 ha, X,2281,
Ethiopia, Population density,inhab/km2, E,101.18,
Ethiopia,Prevalence of undernourishment (3-year average), %, X,21.9,
Ethiopia, Rural population,1000 inhab, X,88295.65,
Ethiopia,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,400.01,
Ethiopia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.18,
Ethiopia,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,42.27,
Ethiopia,SDG 6.4.1. Water Use Efficiency,US$/m3, E,5.35,
Ethiopia,SDG 6.4.2. Water Stress, %, E,32.26,
Ethiopia, Services, value added to GDP, current US$, X,36247922004
Ethiopia, Total area of the country (excl. coastal water),1000 ha, E,113623.95,
Ethiopia, Total freshwater withdrawal,10^9 m3/year, E,10.55,
Ethiopia, Total population,1000 inhab, X,114963.59,
Ethiopia, Total water withdrawal,10^9 m3/year, E,10.55,
Ethiopia, Total water withdrawal per capita,m3/inhab/year, E,91.75,
Ethiopia, Treated municipal wastewater,10^9 m3/year, I, ,
Ethiopia, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I, ,
Ethiopia, Urban population,1000 inhab, X,24463.42,
Ethiopia, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.69,
Gambia, % of agricultural GVA produced by irrigated agriculture, %, E,1.38,
Gambia, % of total country area cultivated, %, E,39.38,
Gambia, Agricultural water withdrawal,10^9 m3/year, I,0.04,
Gambia, Agricultural water withdrawal as % of total renewable water resources, %, I,0.49,
Gambia, Agricultural water withdrawal as % of total water withdrawal, %, E,38.58,
Gambia, Agriculture, value added (% GDP), %, X,20.98
Gambia, Agriculture, value added to GDP, current US$, X,383962923
Gambia, Arable land area,1000 ha, X,440,
Gambia, Cultivated area (arable land + permanent crops),1000 ha, X,445,
Gambia, Environmental Flow Requirements,10^9 m3/year, I,3.4,
Gambia,GDP Deflator (2015), , X,111.77,
Gambia, GDP per capita, current US$/inhab, X,757.41,
Gambia,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.62,
Gambia, Gross Domestic Product (GDP), current US$, X,1830414409,
Gambia,Human Development Index (HDI) [highest = 1], , I,0.47,
Gambia, Industrial water withdrawal,10^9 m3/year, I,0.02,
Gambia, Industrial water withdrawal as % of total water withdrawal, %, E,20.87,
Gambia, Industry, value added to GDP, current US$, X,306141417
Gambia, Irrigation water requirement,10^9 m3/year, I,0.01,
Gambia, Irrigation water withdrawal,10^9 m3/year, I,0.04,
Gambia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,1.27,
Gambia, Municipal water withdrawal,10^9 m3/year, I,0.04,
Gambia, Municipal water withdrawal as % of total withdrawal, %, E,40.55,
Gambia,Number of people undernourished (3-year average),1000 inhab, X,400,
Gambia, Permanent crops area,1000 ha, X,5,
Gambia, Population density,inhab/km2, E,213.86,
Gambia,Prevalence of undernourishment (3-year average), %, X,18,
Gambia, Rural population,1000 inhab, X,858.18,
Gambia,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,12.92,
Gambia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.12,
Gambia,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,21.64,
Gambia,SDG 6.4.1. Water Use Efficiency,US$/m3, I,11.52,
Gambia,SDG 6.4.2. Water Stress, %, E,2.21,
Gambia, Services, value added to GDP, current US$, X,996267803
Gambia, Total area of the country (excl. coastal water),1000 ha, E,1130,
Gambia, Total freshwater withdrawal,10^9 m3/year, E,0.1,
Gambia, Total population,1000 inhab, X,2416.67,
Gambia, Total water withdrawal,10^9 m3/year, E,0.1,
Gambia, Total water withdrawal per capita,m3/inhab/year, E,42.04,
Gambia, Urban population,1000 inhab, X,1435.31,
Ghana, % of agricultural GVA produced by irrigated agriculture, %, E,1.98,
Ghana, % of total country area cultivated, %, E,21.89,
Ghana, Agricultural water withdrawal,10^9 m3/year, I,1.07,
Ghana, Agricultural water withdrawal as % of total renewable water resources, %, I,1.9,
Ghana, Agricultural water withdrawal as % of total water withdrawal, %, E,73.06,
Ghana, Agriculture, value added (% GDP), %, X,19.25
Ghana, Agriculture, value added to GDP, current US$, X,13195785138
Ghana, Arable land area,1000 ha, X,2513.4,
Ghana, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,0.74,
Ghana, Collected municipal wastewater,10^9 m3/year, I,0.03,
Ghana, Cultivated area (arable land + permanent crops),1000 ha, X,5221,
Ghana, Desalinated water produced,10^9 m3/year, I,0.02,
Ghana, Environmental Flow Requirements,10^9 m3/year, I,33.26,
Ghana,GDP Deflator (2015), , X,107.89,
Ghana, GDP per capita, current US$/inhab, X,2205.53,
Ghana,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.55,
Ghana, Gross Domestic Product (GDP), current US$, X,68532179747,
Ghana,Human Development Index (HDI) [highest = 1], , I,0.6,
Ghana, Industrial water withdrawal,10^9 m3/year, I,0.1,
Ghana, Industrial water withdrawal as % of total water withdrawal, %, E,6.49,
Ghana, Industry, value added to GDP, current US$, X,19090252408
Ghana, Irrigation water requirement,10^9 m3/year, I,0.16,
Ghana,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,2.58,
Ghana, Municipal water withdrawal,10^9 m3/year, I,0.3,
Ghana, Municipal water withdrawal as % of total withdrawal, %, E,20.46,
Ghana, Not treated municipal wastewater,10^9 m3/year, I,0.26,
Ghana,Number of people undernourished (3-year average),1000 inhab, X,1600,
Ghana, Permanent crops area,1000 ha, X,2707.6,
Ghana, Population density,inhab/km2, E,130.27,
Ghana,Prevalence of undernourishment (3-year average), %, X,5.2,
Ghana, Produced municipal wastewater,10^9 m3/year, I,0.28,
Ghana, Rural population,1000 inhab, X,13108.19,
Ghana,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,186.26,
Ghana,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.23,
Ghana,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,99.42,
Ghana,SDG 6.4.1. Water Use Efficiency,US$/m3, I,32.58,
Ghana,SDG 6.4.2. Water Stress, %, E,6.31,
Ghana, Services, value added to GDP, current US$, X,32137308643
Ghana, Total area of the country (excl. coastal water),1000 ha, E,23853.3,
Ghana, Total freshwater withdrawal,10^9 m3/year, E,1.45,
Ghana, Total population,1000 inhab, X,31072.94,
Ghana, Total water withdrawal,10^9 m3/year, E,1.46,
Ghana, Total water withdrawal per capita,m3/inhab/year, E,47.13,
Ghana, Treated municipal wastewater,10^9 m3/year, I,0.02,
Ghana, Urban population,1000 inhab, X,17625.57,
Guinea, % of agricultural GVA produced by irrigated agriculture, %, E,1.03,
Guinea, % of total country area cultivated, %, E,15.46,
Guinea, Agricultural water withdrawal,10^9 m3/year, ,0.6,
Guinea, Agricultural water withdrawal as % of total renewable water resources, %, I,0.27,
Guinea, Agricultural water withdrawal as % of total water withdrawal, %, E,67.42,
Guinea, Agriculture, value added (% GDP), %, X,24.12
Guinea, Agriculture, value added to GDP, current US$, X,3735866306
Guinea, Arable land area,1000 ha, X,3100,
Guinea, Cultivated area (arable land + permanent crops),1000 ha, X,3800,
Guinea, Environmental Flow Requirements,10^9 m3/year, I,161,
Guinea, Fresh groundwater withdrawal,10^9 m3/year, ,0.09,
Guinea, Fresh surface water withdrawal,10^9 m3/year, ,0.8,
Guinea,GDP Deflator (2015), , X,119.76,
Guinea, GDP per capita, current US$/inhab, X,1179.49,
Guinea, Gross Domestic Product (GDP), current US$, X,15489985799,
Guinea,Human Development Index (HDI) [highest = 1], , I,0.47,
Guinea, Industrial water withdrawal,10^9 m3/year, ,0.06,
Guinea, Industrial water withdrawal as % of total water withdrawal, %, E,6.74,
Guinea, Industry, value added to GDP, current US$, X,5061386455
Guinea, Irrigation water requirement,10^9 m3/year, I,0.07,
Guinea, Irrigation water withdrawal,10^9 m3/year, ,0.6,
Guinea,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.39,
Guinea, Municipal water withdrawal,10^9 m3/year, ,0.23,
Guinea, Municipal water withdrawal as % of total withdrawal, %, E,25.84,
Guinea,Number of people undernourished (3-year average),1000 inhab, I,2100,
Guinea, Permanent crops area,1000 ha, X,700,
Guinea, Population density,inhab/km2, E,53.42,
Guinea,Prevalence of undernourishment (3-year average), %, I,16.5,
Guinea, Rural population,1000 inhab, X,8680.17,
Guinea,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,70.44,
Guinea,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.05,
Guinea,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,21.99,
Guinea,SDG 6.4.1. Water Use Efficiency,US$/m3, I,10.47,
Guinea,SDG 6.4.2. Water Stress, %, E,1.37,
Guinea, Services, value added to GDP, current US$, X,6057842254
Guinea, Total area of the country (excl. coastal water),1000 ha, E,24586,
Guinea, Total freshwater withdrawal,10^9 m3/year, ,0.89,
Guinea, Total population,1000 inhab, X,13132.8,
Guinea, Total water withdrawal,10^9 m3/year, ,0.89,
Guinea, Total water withdrawal per capita,m3/inhab/year, E,67.77,
Guinea, Urban population,1000 inhab, X,5070.66,
Guinea-Bissau, % of agricultural GVA produced by irrigated agriculture, %, E,3.64,
Guinea-Bissau, % of total country area cultivated, %, E,15.22,
Guinea-Bissau, Agricultural water withdrawal,10^9 m3/year, I,0.14,
Guinea-Bissau, Agricultural water withdrawal as % of total renewable water resources, %, I,0.46,
Guinea-Bissau, Agricultural water withdrawal as % of total water withdrawal, %, E,75.79,
Guinea-Bissau, Agriculture, value added (% GDP), %, X,33.6
Guinea-Bissau, Agriculture, value added to GDP, current US$, X,441887047
Guinea-Bissau, Arable land area,1000 ha, X,300,
Guinea-Bissau, Cultivated area (arable land + permanent crops),1000 ha, X,550,
Guinea-Bissau, Environmental Flow Requirements,10^9 m3/year, I,19.7,
Guinea-Bissau, Fresh groundwater withdrawal,10^9 m3/year, I,0.03,
Guinea-Bissau, Fresh surface water withdrawal,10^9 m3/year, I,0.14,
Guinea-Bissau,GDP Deflator (2015), , X,104.74,
Guinea-Bissau, GDP per capita, current US$/inhab, X,668.19,
Guinea-Bissau, Gross Domestic Product (GDP), current US$, X,1314998924,
Guinea-Bissau,Human Development Index (HDI) [highest = 1], , I,0.46,
Guinea-Bissau, Industrial water withdrawal,10^9 m3/year, I,0.01,
Guinea-Bissau, Industrial water withdrawal as % of total water withdrawal, %, E,6.26,
Guinea-Bissau, Industry, value added to GDP, current US$, X,178517038
Guinea-Bissau, Irrigation water requirement,10^9 m3/year, I,0.03,
Guinea-Bissau,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.56,
Guinea-Bissau, Municipal water withdrawal,10^9 m3/year, I,0.03,
Guinea-Bissau, Municipal water withdrawal as % of total withdrawal, %, E,17.95,
Guinea-Bissau,Number of people undernourished (3-year average),1000 inhab, X,600,
Guinea-Bissau, Permanent crops area,1000 ha, X,250,
Guinea-Bissau, Population density,inhab/km2, E,54.47,
Guinea-Bissau,Prevalence of undernourishment (3-year average), %, X,28.7,
Guinea-Bissau, Rural population,1000 inhab, X,1116.46,
Guinea-Bissau,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,14.32,
Guinea-Bissau,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.11,
Guinea-Bissau,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,20.6,
Guinea-Bissau,SDG 6.4.1. Water Use Efficiency,US$/m3, I,4.67,
Guinea-Bissau,SDG 6.4.2. Water Stress, %, E,1.5,
Guinea-Bissau, Services, value added to GDP, current US$, X,735579792
Guinea-Bissau, Total area of the country (excl. coastal water),1000 ha, E,3613,
Guinea-Bissau, Total freshwater withdrawal,10^9 m3/year, I,0.17,
Guinea-Bissau, Total population,1000 inhab, X,1968,
Guinea-Bissau, Total water withdrawal,10^9 m3/year, E,0.19,
Guinea-Bissau, Total water withdrawal per capita,m3/inhab/year, E,96.54,
Guinea-Bissau, Urban population,1000 inhab, X,884.23,
Haiti, % of agricultural GVA produced by irrigated agriculture, %, E,11.78,
Haiti, % of total country area cultivated, %, E,48.65,
Haiti, Agricultural water withdrawal,10^9 m3/year, I,1.21,
Haiti, Agricultural water withdrawal as % of total renewable water resources, %, I,8.62,
Haiti, Agricultural water withdrawal as % of total water withdrawal, %, I,83.38,
Haiti, Agriculture, value added (% GDP), %, X,20.36
Haiti, Agriculture, value added to GDP, current US$, X,3157244637
Haiti, Arable land area,1000 ha, X,1070,
Haiti, Cultivated area (arable land + permanent crops),1000 ha, X,1350,
Haiti, Environmental Flow Requirements,10^9 m3/year, I,3.19,
Haiti,GDP Deflator (2015), , X,107.56,
Haiti, GDP per capita, current US$/inhab, X,1359.8,
Haiti,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.6,
Haiti, Gross Domestic Product (GDP), current US$, X,15505186495,
Haiti,Human Development Index (HDI) [highest = 1], , I,0.5,
Haiti, Industrial water withdrawal,10^9 m3/year, I,0.05,
Haiti, Industrial water withdrawal as % of total water withdrawal, %, I,3.52,
Haiti, Industry, value added to GDP, current US$, X,3507248188
