Country, Variable, Unit, Symbol,"""2020"""
Democratic Republic of the Congo, Surface water: total flow of border rivers,10^9 m3/year, I, 
Democratic Republic of the Congo, Total dam capacity,km3, E,0.05
Democratic Republic of the Congo, Total freshwater withdrawal,10^9 m3/year, I,0.68
Democratic Republic of the Congo, Total internal renewable water resources (IRWR),10^9 m3/year, I,900
Democratic Republic of the Congo, Total internal renewable water resources per capita,m3/inhab/year, E,10048.97
Democratic Republic of the Congo, Total renewable groundwater,10^9 m3/year, I,421
Democratic Republic of the Congo, Total renewable surface water,10^9 m3/year, I,1282
Democratic Republic of the Congo, Total renewable water resources,10^9 m3/year, I,1283
Democratic Republic of the Congo, Total renewable water resources per capita,m3/inhab/year, E,14325.37
Democratic Republic of the Congo, Total water withdrawal,10^9 m3/year, I,0.68
Democratic Republic of the Congo, Total water withdrawal per capita,m3/inhab/year, E,7.63
Democratic Republic of the Congo, Water resources: total external renewable,10^9 m3/year, I,383
Djibouti, Agricultural water withdrawal,10^9 m3/year, I, 
Djibouti, Agricultural water withdrawal as % of total renewable water resources, %, I,1
Djibouti, Agricultural water withdrawal as % of total water withdrawal, %, I,15.79
Djibouti, Dependency ratio, %, I, 
Djibouti, Desalinated water produced,10^9 m3/year, I, 
Djibouti, Direct use of treated municipal wastewater,10^9 m3/year, I, 
Djibouti, Direct use of treated municipal wastewater for irrigation purposes,10^9 m3/year, I, 
Djibouti, Fresh groundwater withdrawal,10^9 m3/year, I,0.02
Djibouti, Fresh surface water withdrawal,10^9 m3/year, I, 
Djibouti, Groundwater produced internally,10^9 m3/year, I,0.01
Djibouti, Groundwater: accounted inflow,10^9 m3/year, I, 
Djibouti, Groundwater: entering the country (total),10^9 m3/year, I, 
Djibouti, Industrial water withdrawal,10^9 m3/year, I, 
Djibouti, Industrial water withdrawal as % of total water withdrawal, %, I, 
Djibouti, Interannual variability (WRI), , I,4.3
Djibouti, Irrigation water requirement,10^9 m3/year, I, 
Djibouti, Irrigation water withdrawal,10^9 m3/year, I, 
Djibouti, Long-term average annual precipitation in depth, mm/year, I,220
Djibouti, Long-term average annual precipitation in volume,10^9 m3/year, I,5.1
Djibouti,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,6.33
Djibouti, Municipal water withdrawal,10^9 m3/year, I,0.02
Djibouti, Municipal water withdrawal as % of total withdrawal, %, I,84.21
Djibouti, National Rainfall Index (NRI), mm/year, I,107.4
Djibouti, Overlap between surface water and groundwater,10^9 m3/year, I,0.01
Djibouti, Overlap: between surface water and groundwater,10^9 m3/year, I,0.01
Djibouti,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,13.73
Djibouti,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,169.97
Djibouti,SDG 6.4.2. Water Stress, %, I,6.33
Djibouti, Seasonal variability (WRI), , I,2
Djibouti, Surface water produced internally,10^9 m3/year, I,0.3
Djibouti, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Djibouti, Surface water: accounted inflow,10^9 m3/year, I, 
Djibouti, Surface water: entering the country (total),10^9 m3/year, I, 
Djibouti, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Djibouti, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Djibouti, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Djibouti, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Djibouti, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Djibouti, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Djibouti, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Djibouti, Surface water: total external renewable,10^9 m3/year, I, 
Djibouti, Surface water: total flow of border rivers,10^9 m3/year, I, 
Djibouti, Total freshwater withdrawal,10^9 m3/year, I,0.02
Djibouti, Total internal renewable water resources (IRWR),10^9 m3/year, I,0.3
Djibouti, Total internal renewable water resources per capita,m3/inhab/year, E,303.64
Djibouti, Total renewable groundwater,10^9 m3/year, I,0.01
Djibouti, Total renewable surface water,10^9 m3/year, I,0.3
Djibouti, Total renewable water resources,10^9 m3/year, I,0.3
Djibouti, Total renewable water resources per capita,m3/inhab/year, E,303.64
Djibouti, Total water withdrawal,10^9 m3/year, I,0.02
Djibouti, Total water withdrawal per capita,m3/inhab/year, E,19.23
Djibouti, Water resources: total external renewable,10^9 m3/year, I, 
Djibouti, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I, 
Eritrea, Agricultural water withdrawal,10^9 m3/year, I,0.55
Eritrea, Agricultural water withdrawal as % of total renewable water resources, %, I,7.52
Eritrea, Agricultural water withdrawal as % of total water withdrawal, %, I,94.5
Eritrea, Dam capacity per capita,m3/inhab, E,12.44
Eritrea, Dependency ratio, %, I,61.72
Eritrea, Environmental Flow Requirements,10^9 m3/year, I,2.11
Eritrea, Groundwater produced internally,10^9 m3/year, I,0.5
Eritrea, Groundwater: accounted inflow,10^9 m3/year, I, 
Eritrea, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Eritrea, Groundwater: entering the country (total),10^9 m3/year, I, 
Eritrea, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Eritrea, Industrial water withdrawal,10^9 m3/year, I, 
Eritrea, Industrial water withdrawal as % of total water withdrawal, %, I,0.17
Eritrea, Interannual variability (WRI), , I,4.3
Eritrea, Irrigation water requirement,10^9 m3/year, I,0.04
Eritrea, Long-term average annual precipitation in depth, mm/year, I,384
Eritrea, Long-term average annual precipitation in volume,10^9 m3/year, E,46.71
Eritrea,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,7.96
Eritrea, Municipal water withdrawal,10^9 m3/year, I,0.03
Eritrea, Municipal water withdrawal as % of total withdrawal, %, I,5.33
Eritrea, National Rainfall Index (NRI), mm/year, I,333
Eritrea, Overlap between surface water and groundwater,10^9 m3/year, I,0.4
Eritrea, Overlap: between surface water and groundwater,10^9 m3/year, I,0.4
Eritrea, Produced municipal wastewater,10^9 m3/year, I,0.02
Eritrea,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,683.17
Eritrea,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.02
Eritrea,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,39.67
Eritrea,SDG 6.4.1. Water Use Efficiency,US$/m3, I,3.31
Eritrea,SDG 6.4.2. Water Stress, %, E,11.18
Eritrea, Seasonal variability (WRI), , I,3.8
Eritrea, Surface water produced internally,10^9 m3/year, I,2.7
Eritrea, Surface water: accounted flow of border rivers,10^9 m3/year, I,3.81
Eritrea, Surface water: accounted inflow,10^9 m3/year, I,4.51
Eritrea, Surface water: entering the country (total),10^9 m3/year, I,0.7
Eritrea, Surface water: inflow not submitted to treaties,10^9 m3/year, I,0.7
Eritrea, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Eritrea, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Eritrea, Surface water: leaving the country to other countries (total),10^9 m3/year, I,0.7
Eritrea, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,0.7
Eritrea, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Eritrea, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Eritrea, Surface water: total external renewable,10^9 m3/year, I,4.51
Eritrea, Surface water: total flow of border rivers,10^9 m3/year, I,7.63
Eritrea, Total dam capacity,km3, E,0.04
Eritrea, Total freshwater withdrawal,10^9 m3/year, I,0.58
Eritrea, Total internal renewable water resources (IRWR),10^9 m3/year, I,2.8
Eritrea, Total internal renewable water resources per capita,m3/inhab/year, E,789.53
Eritrea, Total renewable groundwater,10^9 m3/year, I,0.5
Eritrea, Total renewable surface water,10^9 m3/year, I,7.21
Eritrea, Total renewable water resources,10^9 m3/year, I,7.32
Eritrea, Total renewable water resources per capita,m3/inhab/year, E,2062.64
Eritrea, Total water withdrawal,10^9 m3/year, I,0.58
Eritrea, Total water withdrawal per capita,m3/inhab/year, E,164.11
Eritrea, Water resources: total external renewable,10^9 m3/year, I,4.51
Ethiopia, Agricultural water withdrawal,10^9 m3/year, I,9.69
Ethiopia, Agricultural water withdrawal as % of total renewable water resources, %, I,7.94
Ethiopia, Agricultural water withdrawal as % of total water withdrawal, %, E,91.84
Ethiopia, Dam capacity per capita,m3/inhab, E,273.86
Ethiopia, Dependency ratio, %, I, 
Ethiopia, Direct use of treated municipal wastewater,10^9 m3/year, I, 
Ethiopia, Environmental Flow Requirements,10^9 m3/year, I,89.3
Ethiopia, Exploitable: regular renewable groundwater,10^9 m3/year, I,2.6
Ethiopia, Groundwater produced internally,10^9 m3/year, I,20
Ethiopia, Groundwater: accounted inflow,10^9 m3/year, I, 
Ethiopia, Groundwater: entering the country (total),10^9 m3/year, I, 
Ethiopia, Industrial water withdrawal,10^9 m3/year, I,0.05
Ethiopia, Industrial water withdrawal as % of total water withdrawal, %, E,0.48
Ethiopia, Interannual variability (WRI), , I,1.8
Ethiopia, Irrigation water requirement,10^9 m3/year, I,1.48
Ethiopia, Irrigation water withdrawal,10^9 m3/year, I,9
Ethiopia, Long-term average annual precipitation in depth, mm/year, I,848
Ethiopia, Long-term average annual precipitation in volume,10^9 m3/year, E,963.53
Ethiopia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,8.65
Ethiopia, Municipal water withdrawal,10^9 m3/year, I,0.81
Ethiopia, Municipal water withdrawal as % of total withdrawal, %, E,7.68
Ethiopia, National Rainfall Index (NRI), mm/year, I,1073
Ethiopia, Overlap between surface water and groundwater,10^9 m3/year, I,18
Ethiopia, Overlap: between surface water and groundwater,10^9 m3/year, I,18
Ethiopia,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,400.01
Ethiopia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.18
Ethiopia,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,42.27
Ethiopia,SDG 6.4.1. Water Use Efficiency,US$/m3, E,5.35
Ethiopia,SDG 6.4.2. Water Stress, %, E,32.26
Ethiopia, Seasonal variability (WRI), , I,3.3
Ethiopia, Surface water produced internally,10^9 m3/year, I,120
Ethiopia, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Ethiopia, Surface water: accounted inflow,10^9 m3/year, I, 
Ethiopia, Surface water: entering the country (total),10^9 m3/year, I, 
Ethiopia, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Ethiopia, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Ethiopia, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Ethiopia, Surface water: leaving the country to other countries (total),10^9 m3/year, I,96.5
Ethiopia, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,96.5
Ethiopia, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Ethiopia, Surface water: total external renewable,10^9 m3/year, I, 
Ethiopia, Surface water: total flow of border rivers,10^9 m3/year, I, 
Ethiopia, Total dam capacity,km3, E,31.48
Ethiopia, Total exploitable water resources,10^9 m3/year, E,2.6
Ethiopia, Total freshwater withdrawal,10^9 m3/year, E,10.55
Ethiopia, Total internal renewable water resources (IRWR),10^9 m3/year, I,122
Ethiopia, Total internal renewable water resources per capita,m3/inhab/year, E,1061.21
Ethiopia, Total renewable groundwater,10^9 m3/year, I,20
Ethiopia, Total renewable surface water,10^9 m3/year, I,120
Ethiopia, Total renewable water resources,10^9 m3/year, I,122
Ethiopia, Total renewable water resources per capita,m3/inhab/year, E,1061.21
Ethiopia, Total water withdrawal,10^9 m3/year, E,10.55
Ethiopia, Total water withdrawal per capita,m3/inhab/year, E,91.75
Ethiopia, Treated municipal wastewater,10^9 m3/year, I, 
Ethiopia, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I, 
Ethiopia, Water resources: total external renewable,10^9 m3/year, I, 
Ethiopia, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.69
Gambia, Agricultural water withdrawal,10^9 m3/year, I,0.04
Gambia, Agricultural water withdrawal as % of total renewable water resources, %, I,0.49
Gambia, Agricultural water withdrawal as % of total water withdrawal, %, E,38.58
Gambia, Dependency ratio, %, I,62.5
Gambia, Environmental Flow Requirements,10^9 m3/year, I,3.4
Gambia, Groundwater produced internally,10^9 m3/year, I,0.5
Gambia, Groundwater: accounted inflow,10^9 m3/year, I, 
Gambia, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Gambia, Groundwater: entering the country (total),10^9 m3/year, I, 
Gambia, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Gambia, Industrial water withdrawal,10^9 m3/year, I,0.02
Gambia, Industrial water withdrawal as % of total water withdrawal, %, E,20.87
Gambia, Interannual variability (WRI), , I,2
Gambia, Irrigation water requirement,10^9 m3/year, I,0.01
Gambia, Irrigation water withdrawal,10^9 m3/year, I,0.04
Gambia, Long-term average annual precipitation in depth, mm/year, I,836
Gambia, Long-term average annual precipitation in volume,10^9 m3/year, I,9.45
Gambia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,1.27
Gambia, Municipal water withdrawal,10^9 m3/year, I,0.04
Gambia, Municipal water withdrawal as % of total withdrawal, %, E,40.55
Gambia, National Rainfall Index (NRI), mm/year, I,598.4
Gambia, Overlap between surface water and groundwater,10^9 m3/year, I,0.5
Gambia, Overlap: between surface water and groundwater,10^9 m3/year, I,0.5
Gambia,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,12.92
Gambia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.12
Gambia,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,21.64
Gambia,SDG 6.4.1. Water Use Efficiency,US$/m3, I,11.52
Gambia,SDG 6.4.2. Water Stress, %, E,2.21
Gambia, Seasonal variability (WRI), , I,4.6
Gambia, Surface water produced internally,10^9 m3/year, I,3
Gambia, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Gambia, Surface water: accounted inflow,10^9 m3/year, I,5
Gambia, Surface water: entering the country (total),10^9 m3/year, I,5
Gambia, Surface water: inflow not submitted to treaties,10^9 m3/year, I,5
Gambia, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Gambia, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Gambia, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Gambia, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Gambia, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Gambia, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Gambia, Surface water: total external renewable,10^9 m3/year, I,5
Gambia, Surface water: total flow of border rivers,10^9 m3/year, I, 
Gambia, Total freshwater withdrawal,10^9 m3/year, E,0.1
Gambia, Total internal renewable water resources (IRWR),10^9 m3/year, I,3
Gambia, Total internal renewable water resources per capita,m3/inhab/year, E,1241.38
Gambia, Total renewable groundwater,10^9 m3/year, I,0.5
Gambia, Total renewable surface water,10^9 m3/year, I,8
Gambia, Total renewable water resources,10^9 m3/year, I,8
Gambia, Total renewable water resources per capita,m3/inhab/year, E,3310.34
Gambia, Total water withdrawal,10^9 m3/year, E,0.1
Gambia, Total water withdrawal per capita,m3/inhab/year, E,42.04
Gambia, Water resources: total external renewable,10^9 m3/year, I,5
Ghana, Agricultural water withdrawal,10^9 m3/year, I,1.07
Ghana, Agricultural water withdrawal as % of total renewable water resources, %, I,1.9
Ghana, Agricultural water withdrawal as % of total water withdrawal, %, E,73.06
Ghana, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,0.74
Ghana, Collected municipal wastewater,10^9 m3/year, I,0.03
Ghana, Dam capacity per capita,m3/inhab, E,4779.22
Ghana, Dependency ratio, %, I,46.09
Ghana, Desalinated water produced,10^9 m3/year, I,0.02
Ghana, Environmental Flow Requirements,10^9 m3/year, I,33.26
Ghana, Groundwater produced internally,10^9 m3/year, I,26.3
Ghana, Groundwater: accounted inflow,10^9 m3/year, I, 
Ghana, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Ghana, Groundwater: entering the country (total),10^9 m3/year, I, 
Ghana, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Ghana, Industrial water withdrawal,10^9 m3/year, I,0.1
Ghana, Industrial water withdrawal as % of total water withdrawal, %, E,6.49
Ghana, Interannual variability (WRI), , I,1.4
Ghana, Irrigation water requirement,10^9 m3/year, I,0.16
Ghana, Long-term average annual precipitation in depth, mm/year, I,1187
Ghana, Long-term average annual precipitation in volume,10^9 m3/year, E,283.14
Ghana,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,2.58
Ghana, Municipal water withdrawal,10^9 m3/year, I,0.3
Ghana, Municipal water withdrawal as % of total withdrawal, %, E,20.46
Ghana, National Rainfall Index (NRI), mm/year, I,1112
Ghana, Not treated municipal wastewater,10^9 m3/year, I,0.26
Ghana, Overlap between surface water and groundwater,10^9 m3/year, I,25
Ghana, Overlap: between surface water and groundwater,10^9 m3/year, I,25
Ghana, Produced municipal wastewater,10^9 m3/year, I,0.28
Ghana,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,186.26
Ghana,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.23
Ghana,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,99.42
Ghana,SDG 6.4.1. Water Use Efficiency,US$/m3, I,32.58
Ghana,SDG 6.4.2. Water Stress, %, E,6.31
Ghana, Seasonal variability (WRI), , I,3
Ghana, Surface water produced internally,10^9 m3/year, I,29
Ghana, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Ghana, Surface water: accounted inflow,10^9 m3/year, I,25.9
Ghana, Surface water: entering the country (total),10^9 m3/year, I,25.9
Ghana, Surface water: inflow not submitted to treaties,10^9 m3/year, I,25.9
Ghana, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Ghana, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Ghana, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Ghana, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Ghana, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Ghana, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Ghana, Surface water: total external renewable,10^9 m3/year, I,25.9
Ghana, Surface water: total flow of border rivers,10^9 m3/year, I, 
Ghana, Total dam capacity,km3, E,148.5
Ghana, Total freshwater withdrawal,10^9 m3/year, E,1.45
Ghana, Total internal renewable water resources (IRWR),10^9 m3/year, I,30.3
Ghana, Total internal renewable water resources per capita,m3/inhab/year, E,975.12
Ghana, Total renewable groundwater,10^9 m3/year, I,26.3
Ghana, Total renewable surface water,10^9 m3/year, I,54.9
Ghana, Total renewable water resources,10^9 m3/year, I,56.2
Ghana, Total renewable water resources per capita,m3/inhab/year, E,1808.65
Ghana, Total water withdrawal,10^9 m3/year, E,1.46
Ghana, Total water withdrawal per capita,m3/inhab/year, E,47.13
Ghana, Treated municipal wastewater,10^9 m3/year, I,0.02
Ghana, Water resources: total external renewable,10^9 m3/year, I,25.9
Guinea, Agricultural water withdrawal,10^9 m3/year, ,0.6
Guinea, Agricultural water withdrawal as % of total renewable water resources, %, I,0.27
Guinea, Agricultural water withdrawal as % of total water withdrawal, %, E,67.42
Guinea, Dam capacity per capita,m3/inhab, E,139.88
Guinea, Dependency ratio, %, I, 
Guinea, Environmental Flow Requirements,10^9 m3/year, I,161
Guinea, Exploitable: regular renewable groundwater,10^9 m3/year, I,38
Guinea, Exploitable: regular renewable surface water,10^9 m3/year, I,166
Guinea, Exploitable: total renewable surface water,10^9 m3/year, I,166
Guinea, Fresh groundwater withdrawal,10^9 m3/year, ,0.09
Guinea, Fresh surface water withdrawal,10^9 m3/year, ,0.8
Guinea, Groundwater produced internally,10^9 m3/year, I,38
Guinea, Groundwater: accounted inflow,10^9 m3/year, I, 
Guinea, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Guinea, Groundwater: entering the country (total),10^9 m3/year, I, 
Guinea, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Guinea, Industrial water withdrawal,10^9 m3/year, ,0.06
Guinea, Industrial water withdrawal as % of total water withdrawal, %, E,6.74
Guinea, Interannual variability (WRI), , I,0.9
Guinea, Irrigation water requirement,10^9 m3/year, I,0.07
Guinea, Irrigation water withdrawal,10^9 m3/year, ,0.6
Guinea, Long-term average annual precipitation in depth, mm/year, I,1651
Guinea, Long-term average annual precipitation in volume,10^9 m3/year, I,405.91
Guinea,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.39
Guinea, Municipal water withdrawal,10^9 m3/year, ,0.23
Guinea, Municipal water withdrawal as % of total withdrawal, %, E,25.84
Guinea, National Rainfall Index (NRI), mm/year, I,1638
Guinea, Overlap between surface water and groundwater,10^9 m3/year, I,38
Guinea, Overlap: between surface water and groundwater,10^9 m3/year, I,38
Guinea,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,70.44
Guinea,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.05
Guinea,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,21.99
Guinea,SDG 6.4.1. Water Use Efficiency,US$/m3, I,10.47
Guinea,SDG 6.4.2. Water Stress, %, E,1.37
Guinea, Seasonal variability (WRI), , I,4
Guinea, Surface water produced internally,10^9 m3/year, I,226
Guinea, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Guinea, Surface water: accounted inflow,10^9 m3/year, I, 
Guinea, Surface water: entering the country (total),10^9 m3/year, I, 
Guinea, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Guinea, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Guinea, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Guinea, Surface water: leaving the country to other countries (total),10^9 m3/year, I,102.2
Guinea, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,102.2
Guinea, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Guinea, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Guinea, Surface water: total external renewable,10^9 m3/year, I, 
Guinea, Surface water: total flow of border rivers,10^9 m3/year, I, 
Guinea, Total dam capacity,km3, E,1.84
Guinea, Total exploitable water resources,10^9 m3/year, I,204
Guinea, Total freshwater withdrawal,10^9 m3/year, ,0.89
Guinea, Total internal renewable water resources (IRWR),10^9 m3/year, I,226
Guinea, Total internal renewable water resources per capita,m3/inhab/year, E,17208.83
Guinea, Total renewable groundwater,10^9 m3/year, I,38
Guinea, Total renewable surface water,10^9 m3/year, I,226
Guinea, Total renewable water resources,10^9 m3/year, I,226
Guinea, Total renewable water resources per capita,m3/inhab/year, E,17208.83
Guinea, Total water withdrawal,10^9 m3/year, ,0.89
Guinea, Total water withdrawal per capita,m3/inhab/year, E,67.77
Guinea, Water resources: total external renewable,10^9 m3/year, I, 
Guinea-Bissau, Agricultural water withdrawal,10^9 m3/year, I,0.14
Guinea-Bissau, Agricultural water withdrawal as % of total renewable water resources, %, I,0.46
Guinea-Bissau, Agricultural water withdrawal as % of total water withdrawal, %, E,75.79
Guinea-Bissau, Dam capacity per capita,m3/inhab, I, 
Guinea-Bissau, Dependency ratio, %, I,49.04
Guinea-Bissau, Environmental Flow Requirements,10^9 m3/year, I,19.7
Guinea-Bissau, Exploitable: regular renewable groundwater,10^9 m3/year, I,0.35
Guinea-Bissau, Fresh groundwater withdrawal,10^9 m3/year, I,0.03
Guinea-Bissau, Fresh surface water withdrawal,10^9 m3/year, I,0.14
Guinea-Bissau, Groundwater produced internally,10^9 m3/year, I,14
Guinea-Bissau, Groundwater: accounted inflow,10^9 m3/year, I, 
Guinea-Bissau, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Guinea-Bissau, Groundwater: entering the country (total),10^9 m3/year, I, 
Guinea-Bissau, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Guinea-Bissau, Industrial water withdrawal,10^9 m3/year, I,0.01
Guinea-Bissau, Industrial water withdrawal as % of total water withdrawal, %, E,6.26
Guinea-Bissau, Interannual variability (WRI), , I,1.5
Guinea-Bissau, Irrigation water requirement,10^9 m3/year, I,0.03
Guinea-Bissau, Long-term average annual precipitation in depth, mm/year, I,1577
Guinea-Bissau, Long-term average annual precipitation in volume,10^9 m3/year, I,56.98
Guinea-Bissau,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.56
Guinea-Bissau, Municipal water withdrawal,10^9 m3/year, I,0.03
Guinea-Bissau, Municipal water withdrawal as % of total withdrawal, %, E,17.95
Guinea-Bissau, National Rainfall Index (NRI), mm/year, I,1223
Guinea-Bissau, Overlap between surface water and groundwater,10^9 m3/year, I,10
Guinea-Bissau, Overlap: between surface water and groundwater,10^9 m3/year, I,10
Guinea-Bissau,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,14.32
Guinea-Bissau,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.11
Guinea-Bissau,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,20.6
Guinea-Bissau,SDG 6.4.1. Water Use Efficiency,US$/m3, I,4.67
Guinea-Bissau,SDG 6.4.2. Water Stress, %, E,1.5
Guinea-Bissau, Seasonal variability (WRI), , I,4.6
Guinea-Bissau, Surface water produced internally,10^9 m3/year, I,12
Guinea-Bissau, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Guinea-Bissau, Surface water: accounted inflow,10^9 m3/year, I,15.4
Guinea-Bissau, Surface water: entering the country (total),10^9 m3/year, I,15.4
Guinea-Bissau, Surface water: inflow not submitted to treaties,10^9 m3/year, I,15.4
Guinea-Bissau, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Guinea-Bissau, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Guinea-Bissau, Surface water: leaving the country to other countries (total),10^9 m3/year, I, 
Guinea-Bissau, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Guinea-Bissau, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Guinea-Bissau, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Guinea-Bissau, Surface water: total external renewable,10^9 m3/year, I,15.4
Guinea-Bissau, Surface water: total flow of border rivers,10^9 m3/year, I, 
Guinea-Bissau, Total dam capacity,km3, I, 
Guinea-Bissau, Total exploitable water resources,10^9 m3/year, I,0.35
Guinea-Bissau, Total freshwater withdrawal,10^9 m3/year, I,0.17
Guinea-Bissau, Total internal renewable water resources (IRWR),10^9 m3/year, I,16
Guinea-Bissau, Total internal renewable water resources per capita,m3/inhab/year, E,8130.08
Guinea-Bissau, Total renewable groundwater,10^9 m3/year, I,14
Guinea-Bissau, Total renewable surface water,10^9 m3/year, I,27.4
Guinea-Bissau, Total renewable water resources,10^9 m3/year, I,31.4
Guinea-Bissau, Total renewable water resources per capita,m3/inhab/year, E,15955.28
Guinea-Bissau, Total water withdrawal,10^9 m3/year, E,0.19
Guinea-Bissau, Total water withdrawal per capita,m3/inhab/year, E,96.54
Guinea-Bissau, Water resources: total external renewable,10^9 m3/year, I,15.4
Haiti, Agricultural water withdrawal,10^9 m3/year, I,1.21
Haiti, Agricultural water withdrawal as % of total renewable water resources, %, I,8.62
Haiti, Agricultural water withdrawal as % of total water withdrawal, %, I,83.38
Haiti, Dam capacity per capita,m3/inhab, E,26.05
Haiti, Dependency ratio, %, I,7.24
Haiti, Environmental Flow Requirements,10^9 m3/year, I,3.19
Haiti, Groundwater produced internally,10^9 m3/year, I,2.16
Haiti, Groundwater: accounted inflow,10^9 m3/year, I, 
Haiti, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Haiti, Groundwater: entering the country (total),10^9 m3/year, I, 
